Ingredient,Strength
MINOCYCLINE HYDROCHLORIDE,EQ 80MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 90MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 105MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 135MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 45MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 90MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 135MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 45MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 80MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 105MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 135MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 45MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 80MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 90MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 105MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 135MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 105MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 135MG BASE
PRAMIPEXOLE DIHYDROCHLORIDE,0.375MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,1.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,2.25MG
PRAMIPEXOLE DIHYDROCHLORIDE,3MG
PRAMIPEXOLE DIHYDROCHLORIDE,3.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,4.5MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
MORPHINE SULFATE,100MG
AMOXICILLIN,775MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
MORPHINE SULFATE,200MG
GUAIFENESIN,1.2GM
GUAIFENESIN,600MG
GUAIFENESIN,1.2GM
GUAIFENESIN,120MG
PSEUDOEPHEDRINE HYDROCHLORIDE,1.2GM
PSEUDOEPHEDRINE HYDROCHLORIDE,120MG
GUAIFENESIN,600MG
GUAIFENESIN,60MG
PSEUDOEPHEDRINE HYDROCHLORIDE,600MG
PSEUDOEPHEDRINE HYDROCHLORIDE,60MG
DEXTROMETHORPHAN HYDROBROMIDE,30MG
DEXTROMETHORPHAN HYDROBROMIDE,600MG
GUAIFENESIN,30MG
GUAIFENESIN,600MG
DEXTROMETHORPHAN HYDROBROMIDE,60MG
DEXTROMETHORPHAN HYDROBROMIDE,1.2GM
GUAIFENESIN,60MG
GUAIFENESIN,1.2GM
MIRABEGRON,25MG
MIRABEGRON,50MG
NAPROXEN SODIUM,EQ 375MG BASE
NAPROXEN SODIUM,EQ 500MG BASE
NAPROXEN SODIUM,EQ 750MG BASE
NAPROXEN SODIUM,EQ 375MG BASE
NAPROXEN SODIUM,EQ 500MG BASE
NAPROXEN SODIUM,EQ 750MG BASE
NAPROXEN SODIUM,EQ 220MG BASE
NAPROXEN SODIUM,120MG
PSEUDOEPHEDRINE HYDROCHLORIDE,EQ 220MG BASE
PSEUDOEPHEDRINE HYDROCHLORIDE,120MG
NAPROXEN SODIUM,EQ 200MG BASE
NAPROXEN SODIUM,120MG
PSEUDOEPHEDRINE HYDROCHLORIDE,EQ 200MG BASE
PSEUDOEPHEDRINE HYDROCHLORIDE,120MG
NEVIRAPINE,100MG
NEVIRAPINE,400MG
NEVIRAPINE,400MG
NEVIRAPINE,100MG
NEVIRAPINE,400MG
NEVIRAPINE,400MG
NEVIRAPINE,100MG
NEVIRAPINE,400MG
NEVIRAPINE,400MG
NIACIN,1GM
NIACIN,500MG
NIACIN,750MG
NIACIN,1GM
NIACIN,500MG
NIACIN,750MG
NIACIN,1GM
NIACIN,500MG
NIACIN,750MG
NIACIN,1GM
NIACIN,500MG
NIACIN,750MG
NIACIN,1GM
NIACIN,375MG
NIACIN,500MG
NIACIN,750MG
NIACIN,375MG
NIACIN,500MG
NIACIN,750MG
NIFEDIPINE,90MG
NIFEDIPINE,30MG
NIFEDIPINE,30MG
NIFEDIPINE,30MG
NIFEDIPINE,60MG
NIFEDIPINE,60MG
NIFEDIPINE,90MG
NIFEDIPINE,90MG
NIFEDIPINE,30MG
NIFEDIPINE,60MG
NIFEDIPINE,90MG
NIFEDIPINE,30MG
NIFEDIPINE,60MG
NIFEDIPINE,90MG
NIFEDIPINE,90MG
NIFEDIPINE,30MG
NIFEDIPINE,60MG
NIFEDIPINE,30MG
NIFEDIPINE,60MG
NIFEDIPINE,90MG
NIFEDIPINE,30MG
NIFEDIPINE,60MG
NIFEDIPINE,90MG
NIFEDIPINE,30MG
NIFEDIPINE,30MG
NIFEDIPINE,60MG
NIFEDIPINE,60MG
NIFEDIPINE,90MG
NISOLDIPINE,8.5MG
NISOLDIPINE,17MG
NISOLDIPINE,20MG
NISOLDIPINE,25.5MG
NISOLDIPINE,30MG
NISOLDIPINE,34MG
NISOLDIPINE,40MG
ORPHENADRINE CITRATE,100MG
TAPENTADOL HYDROCHLORIDE,EQ 50MG BASE
TAPENTADOL HYDROCHLORIDE,EQ 100MG BASE
TAPENTADOL HYDROCHLORIDE,EQ 150MG BASE
TAPENTADOL HYDROCHLORIDE,EQ 200MG BASE
TAPENTADOL HYDROCHLORIDE,EQ 250MG BASE
TRAZODONE HYDROCHLORIDE,150MG
TRAZODONE HYDROCHLORIDE,300MG
OXYMORPHONE HYDROCHLORIDE,5MG
OXYMORPHONE HYDROCHLORIDE,5MG
OXYMORPHONE HYDROCHLORIDE,7.5MG
OXYMORPHONE HYDROCHLORIDE,7.5MG
OXYMORPHONE HYDROCHLORIDE,10MG
OXYMORPHONE HYDROCHLORIDE,10MG
OXYMORPHONE HYDROCHLORIDE,15MG
OXYMORPHONE HYDROCHLORIDE,15MG
OXYMORPHONE HYDROCHLORIDE,20MG
OXYMORPHONE HYDROCHLORIDE,20MG
OXYMORPHONE HYDROCHLORIDE,30MG
OXYMORPHONE HYDROCHLORIDE,30MG
OXYMORPHONE HYDROCHLORIDE,40MG
OXYMORPHONE HYDROCHLORIDE,40MG
MORPHINE SULFATE,15MG
MORPHINE SULFATE,30MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,100MG
TREPROSTINIL DIOLAMINE,EQ 0.125MG BASE
TREPROSTINIL DIOLAMINE,EQ 0.25MG BASE
TREPROSTINIL DIOLAMINE,EQ 1MG BASE
TREPROSTINIL DIOLAMINE,EQ 2.5MG BASE
TREPROSTINIL DIOLAMINE,EQ 5MG BASE
ORPHENADRINE CITRATE,100MG
ORPHENADRINE CITRATE,100MG
ORPHENADRINE CITRATE,100MG
ORPHENADRINE CITRATE,100MG
ORPHENADRINE CITRATE,100MG
ORPHENADRINE CITRATE,100MG
ORPHENADRINE CITRATE,100MG
ORPHENADRINE CITRATE,100MG
OXCARBAZEPINE,150MG
OXCARBAZEPINE,300MG
OXCARBAZEPINE,600MG
OXYBUTYNIN CHLORIDE,5MG
OXYBUTYNIN CHLORIDE,10MG
OXYBUTYNIN CHLORIDE,15MG
OXYBUTYNIN CHLORIDE,5MG
OXYBUTYNIN CHLORIDE,10MG
OXYBUTYNIN CHLORIDE,15MG
OXYBUTYNIN CHLORIDE,5MG
OXYBUTYNIN CHLORIDE,10MG
OXYBUTYNIN CHLORIDE,15MG
OXYBUTYNIN CHLORIDE,5MG
OXYBUTYNIN CHLORIDE,10MG
OXYBUTYNIN CHLORIDE,15MG
OXYBUTYNIN CHLORIDE,5MG
OXYBUTYNIN CHLORIDE,10MG
OXYBUTYNIN CHLORIDE,15MG
OXYBUTYNIN CHLORIDE,5MG
OXYBUTYNIN CHLORIDE,10MG
OXYBUTYNIN CHLORIDE,15MG
OXYCODONE HYDROCHLORIDE,10MG
OXYCODONE HYDROCHLORIDE,15MG
OXYCODONE HYDROCHLORIDE,20MG
OXYCODONE HYDROCHLORIDE,30MG
OXYCODONE HYDROCHLORIDE,40MG
OXYCODONE HYDROCHLORIDE,60MG
OXYCODONE HYDROCHLORIDE,80MG
OXYMORPHONE HYDROCHLORIDE,5MG
OXYMORPHONE HYDROCHLORIDE,7.5MG
OXYMORPHONE HYDROCHLORIDE,10MG
OXYMORPHONE HYDROCHLORIDE,15MG
OXYMORPHONE HYDROCHLORIDE,20MG
OXYMORPHONE HYDROCHLORIDE,30MG
OXYMORPHONE HYDROCHLORIDE,40MG
OXYMORPHONE HYDROCHLORIDE,5MG
OXYMORPHONE HYDROCHLORIDE,7.5MG
OXYMORPHONE HYDROCHLORIDE,10MG
OXYMORPHONE HYDROCHLORIDE,15MG
OXYMORPHONE HYDROCHLORIDE,20MG
OXYMORPHONE HYDROCHLORIDE,30MG
OXYMORPHONE HYDROCHLORIDE,40MG
OXYMORPHONE HYDROCHLORIDE,5MG
OXYMORPHONE HYDROCHLORIDE,7.5MG
OXYMORPHONE HYDROCHLORIDE,10MG
OXYMORPHONE HYDROCHLORIDE,15MG
OXYMORPHONE HYDROCHLORIDE,20MG
OXYMORPHONE HYDROCHLORIDE,30MG
OXYMORPHONE HYDROCHLORIDE,40MG
OXYMORPHONE HYDROCHLORIDE,5MG
OXYMORPHONE HYDROCHLORIDE,7.5MG
OXYMORPHONE HYDROCHLORIDE,10MG
OXYMORPHONE HYDROCHLORIDE,15MG
OXYMORPHONE HYDROCHLORIDE,20MG
OXYMORPHONE HYDROCHLORIDE,30MG
OXYMORPHONE HYDROCHLORIDE,40MG
OXYMORPHONE HYDROCHLORIDE,5MG
OXYMORPHONE HYDROCHLORIDE,7.5MG
OXYMORPHONE HYDROCHLORIDE,10MG
OXYMORPHONE HYDROCHLORIDE,15MG
OXYMORPHONE HYDROCHLORIDE,20MG
OXYMORPHONE HYDROCHLORIDE,30MG
OXYMORPHONE HYDROCHLORIDE,40MG
OXYMORPHONE HYDROCHLORIDE,5MG
OXYMORPHONE HYDROCHLORIDE,7.5MG
OXYMORPHONE HYDROCHLORIDE,10MG
OXYMORPHONE HYDROCHLORIDE,15MG
OXYMORPHONE HYDROCHLORIDE,20MG
OXYMORPHONE HYDROCHLORIDE,30MG
OXYMORPHONE HYDROCHLORIDE,40MG
PALIPERIDONE,1.5MG
PALIPERIDONE,3MG
PALIPERIDONE,6MG
PALIPERIDONE,9MG
PALIPERIDONE,1.5MG
PALIPERIDONE,3MG
PALIPERIDONE,6MG
PALIPERIDONE,9MG
PAROXETINE HYDROCHLORIDE,EQ 12.5MG BASE
PAROXETINE HYDROCHLORIDE,EQ 25MG BASE
PAROXETINE HYDROCHLORIDE,EQ 37.5MG BASE
PAROXETINE HYDROCHLORIDE,EQ 12.5MG BASE
PAROXETINE HYDROCHLORIDE,EQ 25MG BASE
PAROXETINE HYDROCHLORIDE,EQ 37.5MG BASE
PAROXETINE HYDROCHLORIDE,EQ 12.5MG BASE
PAROXETINE HYDROCHLORIDE,EQ 25MG BASE
PAROXETINE HYDROCHLORIDE,EQ 37.5MG BASE
PAROXETINE HYDROCHLORIDE,EQ 12.5MG BASE
PAROXETINE HYDROCHLORIDE,EQ 25MG BASE
PAROXETINE HYDROCHLORIDE,EQ 37.5MG BASE
TRIPELENNAMINE HYDROCHLORIDE,50MG
TRIPELENNAMINE HYDROCHLORIDE,100MG
PENTOXIFYLLINE,400MG
PENTOXIFYLLINE,400MG
PENTOXIFYLLINE,400MG
PENTOXIFYLLINE,400MG
PENTOXIFYLLINE,400MG
PENTOXIFYLLINE,400MG
PENTOXIFYLLINE,400MG
PENTOXIFYLLINE,400MG
PENTOXIFYLLINE,400MG
PENTOXIFYLLINE,400MG
FLUPHENAZINE HYDROCHLORIDE,1MG
AMINOPHYLLINE,225MG
FELODIPINE,2.5MG
FELODIPINE,5MG
FELODIPINE,10MG
POTASSIUM CHLORIDE,10MEQ
POTASSIUM CHLORIDE,20MEQ
POTASSIUM CHLORIDE,20MEQ
POTASSIUM CHLORIDE,8MEQ
POTASSIUM CHLORIDE,10MEQ
POTASSIUM CHLORIDE,20MEQ
POTASSIUM CHLORIDE,8MEQ
POTASSIUM CHLORIDE,10MEQ
POTASSIUM CHLORIDE,20MEQ
POTASSIUM CHLORIDE,8MEQ
POTASSIUM CHLORIDE,10MEQ
POTASSIUM CHLORIDE,10MEQ
POTASSIUM CHLORIDE,20MEQ
POTASSIUM CHLORIDE,8MEQ
POTASSIUM CHLORIDE,10MEQ
POTASSIUM CHLORIDE,10MEQ
POTASSIUM CHLORIDE,20MEQ
POTASSIUM CHLORIDE,8MEQ
POTASSIUM CHLORIDE,10MEQ
POTASSIUM CITRATE,5MEQ
POTASSIUM CITRATE,10MEQ
POTASSIUM CITRATE,5MEQ
POTASSIUM CITRATE,10MEQ
POTASSIUM CITRATE,15MEQ
PRAMIPEXOLE DIHYDROCHLORIDE,0.375MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,1.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,2.25MG
PRAMIPEXOLE DIHYDROCHLORIDE,3MG
PRAMIPEXOLE DIHYDROCHLORIDE,3.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,4.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.375MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,1.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,2.25MG
PRAMIPEXOLE DIHYDROCHLORIDE,3MG
PRAMIPEXOLE DIHYDROCHLORIDE,3.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,4.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.375MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,1.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,3MG
PRAMIPEXOLE DIHYDROCHLORIDE,4.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.375MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,1.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,2.25MG
PRAMIPEXOLE DIHYDROCHLORIDE,3MG
PRAMIPEXOLE DIHYDROCHLORIDE,3.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,4.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.375MG
PRAMIPEXOLE DIHYDROCHLORIDE,0.75MG
PRAMIPEXOLE DIHYDROCHLORIDE,1.5MG
PRAMIPEXOLE DIHYDROCHLORIDE,3MG
PRAMIPEXOLE DIHYDROCHLORIDE,4.5MG
PHENMETRAZINE HYDROCHLORIDE,50MG
PHENMETRAZINE HYDROCHLORIDE,75MG
DESVENLAFAXINE SUCCINATE,EQ 25MG BASE
DESVENLAFAXINE SUCCINATE,EQ 50MG BASE
DESVENLAFAXINE SUCCINATE,EQ 100MG BASE
PROCAINAMIDE HYDROCHLORIDE,1GM
PROCAINAMIDE HYDROCHLORIDE,250MG
PROCAINAMIDE HYDROCHLORIDE,500MG
PROCAINAMIDE HYDROCHLORIDE,500MG
PROCAINAMIDE HYDROCHLORIDE,750MG
PROCAINAMIDE HYDROCHLORIDE,250MG
PROCAINAMIDE HYDROCHLORIDE,500MG
PROCAINAMIDE HYDROCHLORIDE,750MG
PROCAINAMIDE HYDROCHLORIDE,500MG
PROCAINAMIDE HYDROCHLORIDE,500MG
PROCAINAMIDE HYDROCHLORIDE,1GM
PROCAINAMIDE HYDROCHLORIDE,250MG
PROCAINAMIDE HYDROCHLORIDE,250MG
PROCAINAMIDE HYDROCHLORIDE,500MG
PROCAINAMIDE HYDROCHLORIDE,500MG
PROCAINAMIDE HYDROCHLORIDE,750MG
PROCAINAMIDE HYDROCHLORIDE,750MG
PROCAINAMIDE HYDROCHLORIDE,250MG
PROCAINAMIDE HYDROCHLORIDE,1GM
PROCAINAMIDE HYDROCHLORIDE,500MG
PROCAINAMIDE HYDROCHLORIDE,750MG
PROCAINAMIDE HYDROCHLORIDE,1GM
PROCAINAMIDE HYDROCHLORIDE,500MG
NIFEDIPINE,30MG
NIFEDIPINE,60MG
NIFEDIPINE,90MG
PROCAINAMIDE HYDROCHLORIDE,500MG
CIPROFLOXACIN HYDROCHLORIDE,EQ 500MG BASE
ALBUTEROL SULFATE,EQ 4MG BASE
PSEUDOEPHEDRINE HYDROCHLORIDE,120MG
PSEUDOEPHEDRINE HYDROCHLORIDE,120MG
PSEUDOEPHEDRINE HYDROCHLORIDE,120MG
PYRIDOSTIGMINE BROMIDE,180MG
PYRIDOSTIGMINE BROMIDE,180MG
QUETIAPINE FUMARATE,EQ 150MG BASE
QUETIAPINE FUMARATE,EQ 200MG BASE
QUETIAPINE FUMARATE,EQ 300MG BASE
QUETIAPINE FUMARATE,EQ 400MG BASE
QUETIAPINE FUMARATE,EQ 50MG BASE
QUETIAPINE FUMARATE,EQ 150MG BASE
QUETIAPINE FUMARATE,EQ 200MG BASE
QUETIAPINE FUMARATE,EQ 300MG BASE
QUETIAPINE FUMARATE,EQ 400MG BASE
QUETIAPINE FUMARATE,EQ 50MG BASE
QUETIAPINE FUMARATE,EQ 150MG BASE
QUETIAPINE FUMARATE,EQ 200MG BASE
QUETIAPINE FUMARATE,EQ 300MG BASE
QUETIAPINE FUMARATE,EQ 400MG BASE
QUETIAPINE FUMARATE,EQ 50MG BASE
QUETIAPINE FUMARATE,EQ 150MG BASE
QUETIAPINE FUMARATE,EQ 200MG BASE
QUETIAPINE FUMARATE,EQ 300MG BASE
QUETIAPINE FUMARATE,EQ 400MG BASE
QUETIAPINE FUMARATE,EQ 50MG BASE
QUETIAPINE FUMARATE,EQ 150MG BASE
QUETIAPINE FUMARATE,EQ 200MG BASE
QUETIAPINE FUMARATE,EQ 300MG BASE
QUETIAPINE FUMARATE,EQ 400MG BASE
THEOPHYLLINE,300MG
QUINIDINE GLUCONATE,324MG
QUINIDINE GLUCONATE,324MG
QUINIDINE GLUCONATE,324MG
QUINIDINE SULFATE,300MG
QUINIDINE GLUCONATE,324MG
QUINIDINE GLUCONATE,324MG
QUINIDINE GLUCONATE,324MG
QUINIDINE GLUCONATE,324MG
QUINIDINE GLUCONATE,324MG
QUINIDINE GLUCONATE,324MG
QUINIDINE GLUCONATE,324MG
QUINIDINE GLUCONATE,324MG
QUINIDINE SULFATE,300MG
RANOLAZINE,1GM
RANOLAZINE,500MG
RANOLAZINE,500MG
RANOLAZINE,1GM
ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 3MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 12MG BASE
DEXBROMPHENIRAMINE MALEATE,6MG
DEXBROMPHENIRAMINE MALEATE,120MG
PSEUDOEPHEDRINE SULFATE,6MG
PSEUDOEPHEDRINE SULFATE,120MG
METHYLPHENIDATE HYDROCHLORIDE,20MG
ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 12MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 12MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 12MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 3MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 12MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 12MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 12MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE,EQ 12MG BASE
OXYCODONE HYDROCHLORIDE,10MG
OXYCODONE HYDROCHLORIDE,30MG
TRAMADOL HYDROCHLORIDE,100MG
TRAMADOL HYDROCHLORIDE,200MG
TRAMADOL HYDROCHLORIDE,300MG
QUETIAPINE FUMARATE,EQ 50MG BASE
QUETIAPINE FUMARATE,EQ 150MG BASE
QUETIAPINE FUMARATE,EQ 200MG BASE
QUETIAPINE FUMARATE,EQ 300MG BASE
QUETIAPINE FUMARATE,EQ 400MG BASE
CARBIDOPA,25MG
CARBIDOPA,100MG
LEVODOPA,25MG
LEVODOPA,100MG
CARBIDOPA,50MG
CARBIDOPA,200MG
LEVODOPA,50MG
LEVODOPA,200MG
POTASSIUM CHLORIDE,8MEQ
MINOCYCLINE HYDROCHLORIDE,EQ 45MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 55MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 65MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 80MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 90MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 105MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 115MG BASE
MINOCYCLINE HYDROCHLORIDE,EQ 135MG BASE
PSEUDOEPHEDRINE HYDROCHLORIDE,120MG
PSEUDOEPHEDRINE HYDROCHLORIDE,240MG
NISOLDIPINE,8.5MG
NISOLDIPINE,10MG
NISOLDIPINE,17MG
NISOLDIPINE,20MG
NISOLDIPINE,25.5MG
NISOLDIPINE,30MG
NISOLDIPINE,34MG
NISOLDIPINE,40MG
THEOPHYLLINE,100MG
THEOPHYLLINE,300MG
EMPAGLIFLOZIN,5MG
EMPAGLIFLOZIN,1GM
METFORMIN HYDROCHLORIDE,5MG
METFORMIN HYDROCHLORIDE,1GM
EMPAGLIFLOZIN,10MG
EMPAGLIFLOZIN,1GM
METFORMIN HYDROCHLORIDE,10MG
METFORMIN HYDROCHLORIDE,1GM
EMPAGLIFLOZIN,12.5MG
EMPAGLIFLOZIN,1GM
METFORMIN HYDROCHLORIDE,12.5MG
METFORMIN HYDROCHLORIDE,1GM
EMPAGLIFLOZIN,25MG
EMPAGLIFLOZIN,1GM
METFORMIN HYDROCHLORIDE,25MG
METFORMIN HYDROCHLORIDE,1GM
THEOPHYLLINE,200MG
NALOXONE HYDROCHLORIDE,5MG
NALOXONE HYDROCHLORIDE,10MG
OXYCODONE HYDROCHLORIDE,5MG
OXYCODONE HYDROCHLORIDE,10MG
NALOXONE HYDROCHLORIDE,10MG
NALOXONE HYDROCHLORIDE,20MG
OXYCODONE HYDROCHLORIDE,10MG
OXYCODONE HYDROCHLORIDE,20MG
NALOXONE HYDROCHLORIDE,20MG
NALOXONE HYDROCHLORIDE,40MG
OXYCODONE HYDROCHLORIDE,20MG
OXYCODONE HYDROCHLORIDE,40MG
TRANDOLAPRIL,1MG
TRANDOLAPRIL,240MG
VERAPAMIL HYDROCHLORIDE,1MG
VERAPAMIL HYDROCHLORIDE,240MG
TRANDOLAPRIL,2MG
TRANDOLAPRIL,180MG
VERAPAMIL HYDROCHLORIDE,2MG
VERAPAMIL HYDROCHLORIDE,180MG
TRANDOLAPRIL,2MG
TRANDOLAPRIL,240MG
VERAPAMIL HYDROCHLORIDE,2MG
VERAPAMIL HYDROCHLORIDE,240MG
TRANDOLAPRIL,4MG
TRANDOLAPRIL,240MG
VERAPAMIL HYDROCHLORIDE,4MG
VERAPAMIL HYDROCHLORIDE,240MG
DILTIAZEM MALATE,EQ 180MG HCL
DILTIAZEM MALATE,5MG
ENALAPRIL MALEATE,EQ 180MG HCL
ENALAPRIL MALEATE,5MG
CARBAMAZEPINE,100MG
CARBAMAZEPINE,200MG
CARBAMAZEPINE,400MG
POTASSIUM CHLORIDE,10MEQ
DIETHYLPROPION HYDROCHLORIDE,75MG
DIETHYLPROPION HYDROCHLORIDE,75MG
DIETHYLPROPION HYDROCHLORIDE,75MG
THEOPHYLLINE,100MG
THEOPHYLLINE,200MG
THEOPHYLLINE,300MG
THEOPHYLLINE,450MG
THEOPHYLLINE,100MG
THEOPHYLLINE,200MG
THEOPHYLLINE,300MG
THEOPHYLLINE,200MG
THEOPHYLLINE,250MG
THEOPHYLLINE,300MG
THEOPHYLLINE,500MG
THEOPHYLLINE,300MG
THEOPHYLLINE,400MG
THEOPHYLLINE,450MG
THEOPHYLLINE,600MG
THEOPHYLLINE,300MG
THEOPHYLLINE,450MG
THEOPHYLLINE,400MG
THEOPHYLLINE,600MG
THEOPHYLLINE,450MG
THEOPHYLLINE,400MG
THEOPHYLLINE,600MG
THEOPHYLLINE,100MG
THEOPHYLLINE,200MG
