Ingredient	Strength
ROPINIROLE HYDROCHLORIDE	EQ 3MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 12MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 12MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 12MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 2MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 4MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 6MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 8MG BASE
ROPINIROLE HYDROCHLORIDE	EQ 12MG BASE
OXYCODONE HYDROCHLORIDE	10MG
OXYCODONE HYDROCHLORIDE	30MG
TRAMADOL HYDROCHLORIDE	100MG 
TRAMADOL HYDROCHLORIDE	200MG 
TRAMADOL HYDROCHLORIDE	300MG 
QUETIAPINE FUMARATE	EQ 50MG BASE
QUETIAPINE FUMARATE	EQ 150MG BASE
QUETIAPINE FUMARATE	EQ 200MG BASE
QUETIAPINE FUMARATE	EQ 300MG BASE
QUETIAPINE FUMARATE	EQ 400MG BASE
CARBIDOPA; LEVODOPA	25MG;100MG
CARBIDOPA; LEVODOPA	50MG;200MG
POTASSIUM CHLORIDE	8MEQ
MINOCYCLINE HYDROCHLORIDE	EQ 45MG BASE 
MINOCYCLINE HYDROCHLORIDE	EQ 55MG BASE
MINOCYCLINE HYDROCHLORIDE	EQ 65MG BASE
MINOCYCLINE HYDROCHLORIDE	EQ 80MG BASE
MINOCYCLINE HYDROCHLORIDE	EQ 90MG BASE 
MINOCYCLINE HYDROCHLORIDE	EQ 105MG BASE
MINOCYCLINE HYDROCHLORIDE	EQ 115MG BASE
MINOCYCLINE HYDROCHLORIDE	EQ 135MG BASE 
PSEUDOEPHEDRINE HYDROCHLORIDE	120MG
PSEUDOEPHEDRINE HYDROCHLORIDE	240MG
NISOLDIPINE	8.5MG
NISOLDIPINE	10MG 
NISOLDIPINE	17MG
NISOLDIPINE	20MG 
NISOLDIPINE	25.5MG 
NISOLDIPINE	30MG 
NISOLDIPINE	34MG
NISOLDIPINE	40MG 
THEOPHYLLINE	100MG
THEOPHYLLINE	300MG
EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE	5MG;1GM
EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE	10MG;1GM
EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE	12.5MG;1GM
EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE	25MG;1GM
THEOPHYLLINE	200MG
NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	5MG;10MG
NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	10MG;20MG
NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	20MG;40MG
TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE	1MG;240MG
TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE	2MG;180MG
TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE	2MG;240MG
TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE	4MG;240MG
DILTIAZEM MALATE; ENALAPRIL MALEATE	EQ 180MG HCL;5MG
CARBAMAZEPINE	100MG
CARBAMAZEPINE	200MG
CARBAMAZEPINE	400MG
POTASSIUM CHLORIDE	10MEQ
DIETHYLPROPION HYDROCHLORIDE	75MG
DIETHYLPROPION HYDROCHLORIDE	75MG
DIETHYLPROPION HYDROCHLORIDE	75MG
THEOPHYLLINE	100MG
THEOPHYLLINE	200MG
THEOPHYLLINE	300MG
THEOPHYLLINE	450MG
THEOPHYLLINE	100MG
THEOPHYLLINE	200MG
THEOPHYLLINE	300MG
THEOPHYLLINE	200MG
THEOPHYLLINE	250MG
THEOPHYLLINE	300MG
THEOPHYLLINE	500MG
THEOPHYLLINE	300MG
THEOPHYLLINE	400MG
THEOPHYLLINE	450MG
THEOPHYLLINE	600MG
THEOPHYLLINE	300MG
THEOPHYLLINE	450MG
THEOPHYLLINE	400MG
THEOPHYLLINE	600MG
THEOPHYLLINE	450MG
THEOPHYLLINE	400MG
THEOPHYLLINE	600MG
THEOPHYLLINE	100MG
THEOPHYLLINE	200MG
THEOPHYLLINE	300MG
THEOPHYLLINE	400MG
THEOPHYLLINE	600MG
THEOPHYLLINE	450MG
DILTIAZEM MALATE	EQ 120MG HCL
DILTIAZEM MALATE	EQ 180MG HCL
DILTIAZEM MALATE	EQ 240MG HCL
METOPROLOL SUCCINATE	EQ 25MG TARTRATE
METOPROLOL SUCCINATE	EQ 50MG TARTRATE
METOPROLOL SUCCINATE	EQ 100MG TARTRATE
METOPROLOL SUCCINATE	EQ 200MG TARTRATE
FESOTERODINE FUMARATE	4MG
FESOTERODINE FUMARATE	8MG
TRAMADOL HYDROCHLORIDE	100MG
TRAMADOL HYDROCHLORIDE	200MG
TRAMADOL HYDROCHLORIDE	300MG
TRAMADOL HYDROCHLORIDE	100MG
TRAMADOL HYDROCHLORIDE	200MG
TRAMADOL HYDROCHLORIDE	300MG
TRAMADOL HYDROCHLORIDE	100MG
TRAMADOL HYDROCHLORIDE	200MG
TRAMADOL HYDROCHLORIDE	300MG
TRAMADOL HYDROCHLORIDE	100MG
TRAMADOL HYDROCHLORIDE	200MG
TRAMADOL HYDROCHLORIDE	300MG
TRAMADOL HYDROCHLORIDE	100MG
TRAMADOL HYDROCHLORIDE	200MG
TRAMADOL HYDROCHLORIDE	300MG
TRAMADOL HYDROCHLORIDE	100MG
TRAMADOL HYDROCHLORIDE	200MG
TRAMADOL HYDROCHLORIDE	300MG
TRAMADOL HYDROCHLORIDE	100MG
TRAMADOL HYDROCHLORIDE	100MG
TRAMADOL HYDROCHLORIDE	200MG
TRAMADOL HYDROCHLORIDE	200MG
TRAMADOL HYDROCHLORIDE	300MG
TRAMADOL HYDROCHLORIDE	300MG
TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE	1MG;240MG
TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE	2MG;180MG
TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE	2MG;240MG
TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE	4MG;240MG
PENTOXIFYLLINE	400MG 
CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE	12MG;75MG
PERPHENAZINE	8MG
AZATADINE MALEATE; PSEUDOEPHEDRINE SULFATE	1MG;120MG
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE	120MG;5MG
ACETAMINOPHEN	650MG
ACETAMINOPHEN	650MG
BUDESONIDE	9MG
TRAMADOL HYDROCHLORIDE	100MG
TRAMADOL HYDROCHLORIDE	200MG
TRAMADOL HYDROCHLORIDE	300MG
THEOPHYLLINE	400MG
THEOPHYLLINE	600MG
POTASSIUM CITRATE	5MEQ
POTASSIUM CITRATE	10MEQ
POTASSIUM CITRATE	15MEQ
ALFUZOSIN HYDROCHLORIDE	10MG
HYDROCODONE BITARTRATE	15MG
HYDROCODONE BITARTRATE	30MG
HYDROCODONE BITARTRATE	45MG
HYDROCODONE BITARTRATE	60MG
HYDROCODONE BITARTRATE	90MG
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 225MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 225MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	180MG
VERAPAMIL HYDROCHLORIDE	240MG
VERAPAMIL HYDROCHLORIDE	180MG
VERAPAMIL HYDROCHLORIDE	240MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	180MG
VERAPAMIL HYDROCHLORIDE	240MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	180MG
VERAPAMIL HYDROCHLORIDE	240MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	180MG
VERAPAMIL HYDROCHLORIDE	240MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	240MG
VERAPAMIL HYDROCHLORIDE	240MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	180MG
VERAPAMIL HYDROCHLORIDE	240MG
DASABUVIR SODIUM; OMBITASVIR; PARITAPREVIR; RITONAVIR	EQ 200MG BASE;8.33MG;50MG;33.33MG
NEVIRAPINE	100MG
NEVIRAPINE	400MG
ALBUTEROL SULFATE	EQ 4MG BASE
ALBUTEROL SULFATE	EQ 8MG BASE
DICLOFENAC SODIUM	100MG 
ALBUTEROL SULFATE	EQ 4MG BASE
ALBUTEROL SULFATE	EQ 8MG BASE
BUPROPION HYDROCHLORIDE	50MG
BUPROPION HYDROCHLORIDE	100MG
BUPROPION HYDROCHLORIDE	150MG
BUPROPION HYDROCHLORIDE	200MG
BUPROPION HYDROCHLORIDE	150MG
BUPROPION HYDROCHLORIDE	300MG
ALPRAZOLAM	0.5MG
ALPRAZOLAM	1MG
ALPRAZOLAM	2MG
ALPRAZOLAM	3MG
ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE	325MG;7.5MG
TOFACITINIB CITRATE	EQ 11MG BASE
DAPAGLIFLOZIN PROPANEDIOL; METFORMIN HYDROCHLORIDE	EQ 5MG BASE;1GM
DAPAGLIFLOZIN PROPANEDIOL; METFORMIN HYDROCHLORIDE	EQ 5MG BASE;500MG
DAPAGLIFLOZIN PROPANEDIOL; METFORMIN HYDROCHLORIDE	EQ 10MG BASE;1GM
DAPAGLIFLOZIN PROPANEDIOL; METFORMIN HYDROCHLORIDE	EQ 10MG BASE;500MG
ZILEUTON	600MG
ZOLPIDEM TARTRATE	6.25MG
ZOLPIDEM TARTRATE	12.5MG
ZOLPIDEM TARTRATE	6.25MG
ZOLPIDEM TARTRATE	12.5MG
ZOLPIDEM TARTRATE	6.25MG
ZOLPIDEM TARTRATE	12.5MG
ZOLPIDEM TARTRATE	6.25MG
ZOLPIDEM TARTRATE	12.5MG
ZOLPIDEM TARTRATE	6.25MG
ZOLPIDEM TARTRATE	12.5MG
ZOLPIDEM TARTRATE	6.25MG
ZOLPIDEM TARTRATE	12.5MG
ZOLPIDEM TARTRATE	6.25MG
ZOLPIDEM TARTRATE	12.5MG
ZOLPIDEM TARTRATE	6.25MG
ZOLPIDEM TARTRATE	12.5MG
BUPROPION HYDROCHLORIDE	100MG
BUPROPION HYDROCHLORIDE	150MG
ZILEUTON	600MG
CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE	5MG;120MG
EVEROLIMUS	2MG
EVEROLIMUS	3MG
EVEROLIMUS	5MG
AMOXICILLIN	200MG
AMOXICILLIN	400MG
CARBIDOPA; LEVODOPA	10MG;100MG
CARBIDOPA; LEVODOPA	25MG;100MG
CARBIDOPA; LEVODOPA	25MG;250MG
DEFERASIROX	125MG
DEFERASIROX	250MG
DEFERASIROX	500MG
DIDANOSINE	100MG
DIDANOSINE	150MG
DIDANOSINE	200MG
AMOXICILLIN	200MG
AMOXICILLIN	400MG
AMOXICILLIN	600MG
DEFERASIROX	125MG
DEFERASIROX	250MG
DEFERASIROX	500MG
METHADONE HYDROCHLORIDE	40MG
METHADONE HYDROCHLORIDE	40MG
METHADONE HYDROCHLORIDE	40MG
METHADONE HYDROCHLORIDE	40MG
CEPHALEXIN	EQ 125MG BASE
CEPHALEXIN	EQ 250MG BASE
LEVETIRACETAM	1GM
LEVETIRACETAM	250MG
LEVETIRACETAM	500MG
LEVETIRACETAM	750MG
DEXLANSOPRAZOLE	30MG
LANSOPRAZOLE	15MG
AMPHETAMINE	EQ 3.1MG BASE
AMPHETAMINE	EQ 6.3MG BASE
AMPHETAMINE	EQ 9.4MG BASE
AMPHETAMINE	EQ 12.5MG BASE
AMPHETAMINE	EQ 15.7MG BASE
AMPHETAMINE	EQ 18.8MG BASE
ARIPIPRAZOLE	10MG 
ARIPIPRAZOLE	15MG 
ARIPIPRAZOLE	20MG 
ARIPIPRAZOLE	30MG 
LORATADINE	10MG
ALPRAZOLAM	0.25MG
ALPRAZOLAM	0.5MG
ALPRAZOLAM	1MG
ALPRAZOLAM	2MG
ALPRAZOLAM	0.25MG
ALPRAZOLAM	0.5MG
ALPRAZOLAM	1MG
ALPRAZOLAM	2MG
AMLODIPINE BESYLATE	EQ 2.5MG BASE
AMLODIPINE BESYLATE	EQ 5MG BASE
AMLODIPINE BESYLATE	EQ 10MG BASE
DONEPEZIL HYDROCHLORIDE	5MG
DONEPEZIL HYDROCHLORIDE	10MG
ARIPIPRAZOLE	10MG
ARIPIPRAZOLE	15MG
CARBIDOPA; LEVODOPA	10MG;100MG
CARBIDOPA; LEVODOPA	25MG;100MG
CARBIDOPA; LEVODOPA	25MG;250MG
CARBIDOPA; LEVODOPA	10MG;100MG
CARBIDOPA; LEVODOPA	25MG;100MG
CARBIDOPA; LEVODOPA	25MG;250MG
CARBIDOPA; LEVODOPA	10MG;100MG
CARBIDOPA; LEVODOPA	25MG;100MG
CARBIDOPA; LEVODOPA	25MG;250MG
CETIRIZINE HYDROCHLORIDE	10MG
FEXOFENADINE HYDROCHLORIDE	30MG
FEXOFENADINE HYDROCHLORIDE	30MG
FEXOFENADINE HYDROCHLORIDE	30MG
FEXOFENADINE HYDROCHLORIDE	30MG
CITALOPRAM HYDROBROMIDE	EQ 10MG BASE
CITALOPRAM HYDROBROMIDE	EQ 20MG BASE
CITALOPRAM HYDROBROMIDE	EQ 40MG BASE
DESLORATADINE	2.5MG
DESLORATADINE	5MG
LORATADINE	10MG
LORATADINE	5MG
LORATADINE	10MG
CLONAZEPAM	0.125MG
CLONAZEPAM	0.25MG
CLONAZEPAM	0.5MG
CLONAZEPAM	1MG
CLONAZEPAM	2MG
CLONAZEPAM	0.125MG
CLONAZEPAM	0.25MG
CLONAZEPAM	0.5MG
CLONAZEPAM	1MG
CLONAZEPAM	2MG
CLONAZEPAM	0.125MG
CLONAZEPAM	0.25MG
CLONAZEPAM	0.5MG
CLONAZEPAM	1MG
CLONAZEPAM	2MG
CLOZAPINE	25MG
CLOZAPINE	100MG
CLOZAPINE	25MG
CLOZAPINE	100MG
CLOZAPINE	150MG
CLOZAPINE	200MG
DESLORATADINE	2.5MG
DESLORATADINE	5MG
DONEPEZIL HYDROCHLORIDE	5MG
DONEPEZIL HYDROCHLORIDE	10MG
DONEPEZIL HYDROCHLORIDE	5MG
DONEPEZIL HYDROCHLORIDE	10MG
DONEPEZIL HYDROCHLORIDE	5MG
DONEPEZIL HYDROCHLORIDE	10MG
DONEPEZIL HYDROCHLORIDE	5MG
DONEPEZIL HYDROCHLORIDE	10MG
DONEPEZIL HYDROCHLORIDE	5MG
DONEPEZIL HYDROCHLORIDE	10MG
DONEPEZIL HYDROCHLORIDE	5MG
DONEPEZIL HYDROCHLORIDE	10MG
CLOZAPINE	12.5MG
CLOZAPINE	25MG
CLOZAPINE	50MG
CLOZAPINE	100MG
CLOZAPINE	150MG
CLOZAPINE	200MG
FAMOTIDINE	20MG
FAMOTIDINE	40MG
BACLOFEN	10MG
BACLOFEN	20MG
CLONAZEPAM	0.125MG 
CLONAZEPAM	0.25MG 
CLONAZEPAM	0.5MG 
CLONAZEPAM	1MG 
CLONAZEPAM	2MG 
LAMOTRIGINE	25MG
LAMOTRIGINE	50MG
LAMOTRIGINE	100MG
LAMOTRIGINE	200MG
LAMOTRIGINE	25MG
LAMOTRIGINE	50MG
LAMOTRIGINE	100MG
LAMOTRIGINE	200MG
LAMOTRIGINE	25MG
LAMOTRIGINE	50MG
LAMOTRIGINE	100MG
LAMOTRIGINE	200MG
LAMOTRIGINE	25MG
LAMOTRIGINE	50MG
LAMOTRIGINE	100MG
LAMOTRIGINE	200MG
LORATADINE	10MG
LORATADINE	10MG
LORATADINE	10MG
LORATADINE	10MG
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
METOCLOPRAMIDE HYDROCHLORIDE	EQ 5MG BASE
METOCLOPRAMIDE HYDROCHLORIDE	EQ 10MG BASE
METOCLOPRAMIDE HYDROCHLORIDE	EQ 5MG BASE
METOCLOPRAMIDE HYDROCHLORIDE	EQ 10MG BASE 
MIRTAZAPINE	15MG
MIRTAZAPINE	15MG
MIRTAZAPINE	30MG
MIRTAZAPINE	30MG
MIRTAZAPINE	45MG
MIRTAZAPINE	45MG
MIRTAZAPINE	15MG
MIRTAZAPINE	30MG
MIRTAZAPINE	45MG
MIRTAZAPINE	15MG
MIRTAZAPINE	30MG
MIRTAZAPINE	45MG
MIRTAZAPINE	15MG
MIRTAZAPINE	30MG
MIRTAZAPINE	45MG
MIRTAZAPINE	15MG
MIRTAZAPINE	30MG
MIRTAZAPINE	45MG
ALPRAZOLAM	0.25MG 
ALPRAZOLAM	0.5MG 
ALPRAZOLAM	1MG 
ALPRAZOLAM	2MG 
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ONDANSETRON	16MG
ONDANSETRON	24MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ONDANSETRON	4MG
ONDANSETRON	8MG
PREDNISOLONE SODIUM PHOSPHATE	EQ 10MG BASE
PREDNISOLONE SODIUM PHOSPHATE	EQ 15MG BASE
PREDNISOLONE SODIUM PHOSPHATE	EQ 30MG BASE
CARBIDOPA; LEVODOPA	10MG;100MG 
CARBIDOPA; LEVODOPA	25MG;100MG 
CARBIDOPA; LEVODOPA	25MG;250MG 
FAMOTIDINE	20MG
FAMOTIDINE	40MG
PREDNISOLONE SODIUM PHOSPHATE	EQ 10MG BASE
PREDNISOLONE SODIUM PHOSPHATE	EQ 15MG BASE
PREDNISOLONE SODIUM PHOSPHATE	EQ 30MG BASE
CISAPRIDE MONOHYDRATE	EQ 20MG BASE
METOCLOPRAMIDE HYDROCHLORIDE	EQ 5MG BASE
METOCLOPRAMIDE HYDROCHLORIDE	EQ 10MG BASE
MIRTAZAPINE	15MG
MIRTAZAPINE	30MG
MIRTAZAPINE	45MG
RISPERIDONE	0.5MG
RISPERIDONE	1MG
RISPERIDONE	2MG
RISPERIDONE	3MG
RISPERIDONE	4MG
RISPERIDONE	0.5MG
RISPERIDONE	1MG
RISPERIDONE	2MG
RISPERIDONE	3MG
RISPERIDONE	4MG
RISPERIDONE	0.5MG
RISPERIDONE	1MG
RISPERIDONE	2MG
RISPERIDONE	3MG
RISPERIDONE	4MG
RISPERIDONE	0.5MG
RISPERIDONE	1MG
RISPERIDONE	2MG
RISPERIDONE	3MG
RISPERIDONE	4MG
RISPERIDONE	0.25MG
RISPERIDONE	0.5MG
RISPERIDONE	1MG
RISPERIDONE	2MG
RISPERIDONE	3MG
RISPERIDONE	4MG
RISPERIDONE	0.25MG
RISPERIDONE	0.5MG
RISPERIDONE	1MG
RISPERIDONE	2MG
RISPERIDONE	3MG
RISPERIDONE	4MG
RISPERIDONE	0.5MG
RISPERIDONE	1MG
RISPERIDONE	2MG
RISPERIDONE	3MG
RISPERIDONE	4MG
RISPERIDONE	0.5MG
RISPERIDONE	0.5MG
RISPERIDONE	1MG
RISPERIDONE	1MG
RISPERIDONE	2MG
RISPERIDONE	2MG
RISPERIDONE	3MG
RISPERIDONE	3MG
RISPERIDONE	4MG
RISPERIDONE	4MG
RISPERIDONE	0.5MG
RISPERIDONE	1MG
RISPERIDONE	2MG
RISPERIDONE	0.5MG
RISPERIDONE	2MG
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
RIZATRIPTAN BENZOATE	EQ 5MG BASE
RIZATRIPTAN BENZOATE	EQ 10MG BASE
TRAMADOL HYDROCHLORIDE	50MG
SIMVASTATIN	10MG
SIMVASTATIN	20MG
SIMVASTATIN	40MG
SIMVASTATIN	80MG
VARDENAFIL HYDROCHLORIDE	10MG
PHENTERMINE HYDROCHLORIDE	15MG
PHENTERMINE HYDROCHLORIDE	30MG
PHENTERMINE HYDROCHLORIDE	37.5MG
ZOLPIDEM TARTRATE	5MG
ZOLPIDEM TARTRATE	10MG
VARDENAFIL HYDROCHLORIDE	10MG
SELEGILINE HYDROCHLORIDE	1.25MG
ONDANSETRON	4MG
ONDANSETRON	8MG
ZOLMITRIPTAN	2.5MG
ZOLMITRIPTAN	5MG
ZOLMITRIPTAN	2.5MG
ZOLMITRIPTAN	5MG
ZOLMITRIPTAN	2.5MG
ZOLMITRIPTAN	5MG
ZOLMITRIPTAN	2.5MG
ZOLMITRIPTAN	5MG
ZOLMITRIPTAN	2.5MG
ZOLMITRIPTAN	5MG
ZOLMITRIPTAN	2.5MG
ZOLMITRIPTAN	5MG
ZOLMITRIPTAN	2.5MG
ZOLMITRIPTAN	5MG
OLANZAPINE	5MG
OLANZAPINE	10MG
OLANZAPINE	15MG
OLANZAPINE	20MG
CETIRIZINE HYDROCHLORIDE	10MG
ASPIRIN; PRAVASTATIN SODIUM	81MG,N/A;N/A,20MG
ASPIRIN; PRAVASTATIN SODIUM	81MG,N/A;N/A,40MG
ASPIRIN; PRAVASTATIN SODIUM	81MG,N/A;N/A,80MG
ASPIRIN; PRAVASTATIN SODIUM	325MG,N/A;N/A,20MG
ASPIRIN; PRAVASTATIN SODIUM	325MG,N/A;N/A,40MG
CALCIUM CARBONATE; RISEDRONATE SODIUM	EQ 500MG BASE,N/A;N/A,35MG 
LETROZOLE; RIBOCICLIB SUCCINATE	2.5MG,N/A;N/A,EQ 200MG BASE
ASPIRIN; PRAVASTATIN SODIUM	325MG,N/A;N/A,80MG
DASABUVIR SODIUM ; OMBITASVIR; PARITAPREVIR; RITONAVIR	EQ 250MG BASE,N/A,N/A,N/A; N/A,12.5MG,75MG,50MG
METHYLTESTOSTERONE	5MG
MICONAZOLE	50MG
METHYLTESTOSTERONE	10MG
ACYCLOVIR	50MG
FENTANYL CITRATE	EQ 0.1MG BASE
FENTANYL CITRATE	EQ 0.2MG BASE
FENTANYL CITRATE	EQ 0.4MG BASE
FENTANYL CITRATE	EQ 0.6MG BASE
FENTANYL CITRATE	EQ 0.8MG BASE
FENTANYL CITRATE	EQ 0.1MG BASE
FENTANYL CITRATE	EQ 0.2MG BASE
FENTANYL CITRATE	EQ 0.3MG BASE 
FENTANYL CITRATE	EQ 0.4MG BASE
FENTANYL CITRATE	EQ 0.6MG BASE
FENTANYL CITRATE	EQ 0.8MG BASE
METHYLTESTOSTERONE	5MG
METHYLTESTOSTERONE	10MG
METHYLTESTOSTERONE	10MG
METHYLTESTOSTERONE	25MG
METHYLTESTOSTERONE	10MG
METHYLTESTOSTERONE	10MG
METHYLTESTOSTERONE	25MG
METHYLTESTOSTERONE	10MG
METHYLTESTOSTERONE	10MG
METHYLTESTOSTERONE	10MG
METHYLTESTOSTERONE	25MG
METHYLTESTOSTERONE	5MG
METHYLTESTOSTERONE	10MG
METHYLTESTOSTERONE	10MG
CHLORHEXIDINE GLUCONATE	2.5MG
ABACAVIR SULFATE	EQ 300MG BASE
ABACAVIR SULFATE	EQ 300MG BASE
ABACAVIR SULFATE	EQ 300MG BASE
ABACAVIR SULFATE	EQ 300MG BASE
ABACAVIR SULFATE	EQ 300MG BASE
ABACAVIR SULFATE; LAMIVUDINE	EQ 600MG BASE;300MG
ABACAVIR SULFATE; LAMIVUDINE	EQ 600MG BASE;300MG
ABACAVIR SULFATE; LAMIVUDINE	EQ 600MG BASE;300MG
ABACAVIR SULFATE; LAMIVUDINE	EQ 600MG BASE;300MG
ABACAVIR SULFATE; LAMIVUDINE; ZIDOVUDINE	EQ 300MG BASE;150MG;300MG
ARIPIPRAZOLE	2MG
ARIPIPRAZOLE	5MG
ARIPIPRAZOLE	10MG
ARIPIPRAZOLE	15MG
ARIPIPRAZOLE	20MG
ARIPIPRAZOLE	30MG
ACARBOSE	25MG
ACARBOSE	50MG
ACARBOSE	100MG
ACARBOSE	25MG
ACARBOSE	50MG
ACARBOSE	100MG
ACARBOSE	25MG
ACARBOSE	50MG
ACARBOSE	100MG
ACARBOSE	25MG
ACARBOSE	50MG
ACARBOSE	100MG
ACARBOSE	25MG
